Species,CommonNameBL,sumDiffPC1,sumDiffPC2,FemalePC1sum,MalePC1sum,FemalePC2sum,MalePC2sum,Species
Nyctibius_griseus,Grey Potoo,-0.716507,0.294738,-0.9019,-1.6184,-2.284530993,-1.989793048,Nyctibius_griseus
Nycticorax_nycticorax,Black-crowned Night-heron,-5.192527,1.409293,16.0352,10.8427,2.60719754,4.016490953,Nycticorax_nycticorax
Nymphicus_hollandicus,Cockatiel,1.359519,2.029912,7.1104,8.4699,-1.205005064,0.824906836,Nymphicus_hollandicus
Oceanodroma_leucorhoa,Leach's Storm-petrel,-1.496688,-0.140071,-11.7588,-13.2555,1.230790393,1.090719441,Oceanodroma_leucorhoa
Oceanodroma_melania,Black Storm-petrel,-0.182905,0.228841,-18.1481,-18.331,0.096443929,0.325285018,Oceanodroma_melania
Ocyphaps_lophotes,Crested Pigeon,3.406787,0.484439,17.7893,21.196,6.187900161,6.67233881,Ocyphaps_lophotes
Oenanthe_oenanthe,Northern Wheatear,5.505284,3.223706,-0.3248,5.1805,-4.449344959,-1.225639373,Oenanthe_oenanthe
Onychorhynchus_coronatus,Amazonian Royal Flycatcher,0.587749,0.319523,-10.2049,-9.6171,-6.594461821,-6.274938366,Onychorhynchus_coronatus
Oporornis_formosus,Kentucky Warbler,1.018267,1.687647,1.7519,2.7702,-5.948760655,-4.261113755,Oporornis_formosus
Oporornis_philadelphia,Mourning Warbler,-3.725689,1.508433,0.5425,-3.1832,-4.00013976,-2.491706663,Oporornis_philadelphia
Oporornis_tolmiei,MacGillivray's Warbler,-3.030134,1.934278,-0.3179,-3.348,-2.49530574,-0.561027843,Oporornis_tolmiei
Oreoica_gutturalis,Crested Bellbird,-2.81569,0.796302,-1.5886,-4.4043,-1.058210312,-0.261908702,Oreoica_gutturalis
Oreolais_ruwenzorii,Collared Apalis,1.025364,-0.564793,-5.7762,-4.7508,1.376623752,0.81183069,Oreolais_ruwenzorii
Oreopsar_bolivianus,Bolivian Blackbird,0.560955,0.830904,-20.2385,-19.6775,2.253046166,3.083949866,Oreopsar_bolivianus
Oriolus_flavocinctus,Green Oriole,-4.420021,0.476718,-5.5487,-9.9687,-1.98781969,-1.511101546,Oriolus_flavocinctus
Oriolus_sagittatus,Olive-backed Oriole,-5.613953,1.632153,10.8812,5.2673,-0.577950237,1.054202429,Oriolus_sagittatus
Oriolus_szalayi,Brown Oriole,-3.244997,0.999468,-2.1643,-5.4093,-1.52884459,-0.529376412,Oriolus_szalayi
Ortalis_motmot,Little Chachalaca,0.796742,0.634691,-9.7789,-8.9822,-2.157894218,-1.523203231,Ortalis_motmot
Ortalis_vetula,Plain Chachalaca,0.98816,0.229142,-5.9775,-4.9893,-2.023603008,-1.794461157,Ortalis_vetula
Orthonyx_spaldingii,Chowchilla,8.352871,2.839216,-7.3722,0.9807,0.325662435,3.164878476,Orthonyx_spaldingii
Orthonyx_temminckii,Australian Logrunner,5.365411,1.976198,-5.2011,0.1643,-1.229557319,0.746640558,Orthonyx_temminckii
Oxyura_australis,Blue-billed Duck,-12.803068,1.1851,-1.0003,-13.8034,1.388250705,2.57335102,Oxyura_australis
Oxyura_maccoa,Maccoa Duck,-14.57434,1.267497,3.1026,-11.4717,-1.623426175,-0.355929611,Oxyura_maccoa
Pachycephala_inornata,Gilbert's Whistler,1.561645,-3.407175,-4.3477,-2.7861,0.157201012,-3.249973831,Pachycephala_inornata
Pachycephala_monacha,Black-headed Whistler,-3.017297,0.237771,-0.184,-3.2013,2.190769817,2.428540456,Pachycephala_monacha
Pachycephala_olivacea,Olive Whistler,2.00777,2.368183,-6.7141,-4.7064,-0.014743583,2.353439172,Pachycephala_olivacea
Pachycephala_pectoralis,Golden Whistler,2.672008,-0.588235,-4.8743,-2.2023,-1.044626949,-1.632862192,Pachycephala_pectoralis
Pachycephala_rufiventris,Rufous Whistler,2.105375,0.295731,1.6051,3.7105,-0.163330724,0.132400021,Pachycephala_rufiventris
Pachycephala_rufogularis,Red-lored Whistler,-1.835703,-0.99596,-1.5534,-3.3891,-2.282527076,-3.278487072,Pachycephala_rufogularis
Pachycephala_schlegelii,Regent Whistler,6.054004,-1.516584,-5.9568,0.0972,-1.896902741,-3.413486526,Pachycephala_schlegelii
Pachycephala_simplex,Grey Whistler,-1.070094,1.80256,3.8428,2.7727,-1.856959139,-0.054398738,Pachycephala_simplex
Pachycephala_soror,Sclater's Whistler,-7.363787,1.894834,-2.9898,-10.3536,-3.823636624,-1.928802984,Pachycephala_soror
Pandion_haliaetus,Osprey,3.79954,-0.409814,22.7829,26.5824,2.403027866,1.99321407,Pandion_haliaetus
Panurus_biarmicus,Bearded Parrotbill,-5.382309,-0.658329,10.015,4.6327,-4.583605945,-5.241934752,Panurus_biarmicus
Paradisaea_minor,Lesser Bird-of-paradise,4.824493,-7.962249,-4.6596,0.1649,-1.741086503,-9.703335157,Paradisaea_minor
Paradisaea_raggiana,Raggiana Bird-of-paradise,9.534277,-5.958491,-9.5313,0.003,-2.78603531,-8.74452681,Paradisaea_raggiana
Paradisaea_rudolphi,Blue Bird-of-paradise,1.775656,5.016702,-15.0315,-13.2559,1.863451636,6.880153727,Paradisaea_rudolphi
Pardalotus_punctatus,Spotted Pardalote,-1.921794,-2.848395,0.373,-1.5488,-0.835356869,-3.683751619,Pardalotus_punctatus
Pardalotus_rubricatus,Red-browed Pardalote,1.095235,-2.367747,10.3263,11.4215,-1.612472241,-3.980219184,Pardalotus_rubricatus
Pardalotus_striatus,Striated Pardalote,0.379007,-0.298935,4.6622,5.0413,-1.616703116,-1.915638201,Pardalotus_striatus
Paroaria_coronata,Red-crested Cardinal,0.39147,-0.00848,1.0371,1.4286,-3.081225746,-3.089705611,Paroaria_coronata
Parotia_lawesii,Lawes's Parotia,2.469128,2.376533,-18.8815,-16.4124,-1.319302657,1.057230707,Parotia_lawesii
Parotia_wahnesi,Wahnes's Parotia,4.408744,8.355598,-15.1537,-10.7449,-3.438796256,4.916801916,Parotia_wahnesi
Parula_americana,Northern Parula,-4.220532,1.238312,2.0265,-2.1941,-1.188579005,0.049733386,Parula_americana
Parula_gutturalis,Flame-throated Warbler,-4.758764,-1.097705,5.7127,0.9539,1.008631145,-0.08907372,Parula_gutturalis
Parula_superciliosa,Crescent-chested Warbler,-2.359111,1.258834,-1.7972,-4.1563,-3.970396135,-2.711562172,Parula_superciliosa
Parus_ater,Coal Tit,0.694642,0.241916,-14.7033,-14.0087,1.370162491,1.612078412,Parus_ater
Parus_atricapillus,Black-capped Chickadee,-2.481937,-0.286109,-6.2672,-8.7492,1.882552984,1.596444442,Parus_atricapillus
Parus_caeruleus,Blue Tit,3.492469,2.310908,-8.494,-5.0015,4.657909422,6.968817191,Parus_caeruleus
Parus_carolinensis,Carolina Chickadee,4.66142,-0.146875,-11.4563,-6.7948,2.133033049,1.986158457,Parus_carolinensis
Parus_gambeli,Mountain Chickadee,0.025124,0.142899,-7.9264,-7.9012,1.85866398,2.001562808,Parus_gambeli
Parus_hudsonicus,Boreal Chickadee,-2.042624,-0.206926,-8.7029,-10.7455,1.587818896,1.380893049,Parus_hudsonicus
Parus_major,Great Tit,0.482045,0.503222,-10.1394,-9.6573,1.797044231,2.300266281,Parus_major
Parus_montanus,Willow Tit,-2.448792,0.137445,-8.6979,-11.1467,0.633559667,0.771005124,Parus_montanus
Parus_sclateri,Mexican Chickadee,-0.786786,0.481823,-10.5162,-11.303,2.106533211,2.588355835,Parus_sclateri
Passer_domesticus,House Sparrow,-6.54832,2.944661,-0.3825,-6.9308,-2.950197901,-0.005536989,Passer_domesticus
Passer_hispaniolensis,Spanish Sparrow,-3.396915,1.065691,-1.8409,-5.2378,-2.822629235,-1.756938343,Passer_hispaniolensis
Passer_montanus,Eurasian Tree Sparrow,1.20249,0.213108,-7.3477,-6.1452,-2.130438848,-1.917331312,Passer_montanus
Passerculus_sandwichensis,Savannah Sparrow,0.375941,0.399678,6.1935,6.5694,0.296450424,0.696128489,Passerculus_sandwichensis
Passerella_iliaca,Fox Sparrow,5.270401,0.14065,6.6826,11.953,-1.848425738,-1.707775551,Passerella_iliaca
Passerina_caerulea,Blue Grosbeak,8.05664,21.415177,-5.5192,2.5374,-3.386767561,18.02840892,Passerina_caerulea
Passerina_ciris,Painted Bunting,1.753576,4.799007,5.8846,7.6381,-1.787394367,3.011612981,Passerina_ciris
Passerina_cyanea,Indigo Bunting,-1.382272,15.098389,3.1098,1.7275,-2.305808799,12.7925797,Passerina_cyanea
Passerina_versicolor,Varied Bunting,-6.772533,7.644734,-3.6832,-10.4557,-3.347403633,4.297330219,Passerina_versicolor
Patagioenas_fasciata,Band-tailed Pigeon,4.30352,1.199186,-7.6975,-3.394,0.70100007,1.900186501,Patagioenas_fasciata
Patagioenas_flavirostris,Red-billed Pigeon,0.215054,-0.058622,-4.2996,-4.0845,1.377841545,1.319220048,Patagioenas_flavirostris
Patagioenas_leucocephala,White-crowned Pigeon,0.731674,-1.469536,-4.8185,-4.0868,2.031961821,0.562426146,Patagioenas_leucocephala
Patagioenas_speciosa,Scaled Pigeon,0.739276,0.650443,-1.5884,-0.8492,-1.16475966,-0.514316426,Patagioenas_speciosa
Pelagodroma_marina,White-faced Storm-petrel,0.672894,-1.916836,5.4402,6.1131,3.460756803,1.5439211,Pelagodroma_marina
Pelecanoides_urinatrix,Common Diving-petrel,0.256578,-0.488409,7.1551,7.4117,5.036996295,4.548586998,Pelecanoides_urinatrix
Peltops_blainvillii,Lowland Peltops,-0.894583,0.294654,-18.2871,-19.1817,3.309465354,3.604119198,Peltops_blainvillii
Peltops_montanus,Mountain Peltops,-1.631552,0.584276,-6.0066,-7.6382,3.797185084,4.381461438,Peltops_montanus
Penelopina_nigra,Highland Guan,-6.894498,4.697629,-12.7517,-19.6462,-1.82852759,2.86910121,Penelopina_nigra
Peneothello_cyanus,Blue-grey Robin,0.681201,0.480829,-14.5095,-13.8283,4.969080403,5.449909121,Peneothello_cyanus
Peneothello_sigillatus,White-winged Robin,-2.532296,-0.015972,-20.3761,-22.9084,3.104993851,3.089022183,Peneothello_sigillatus
Perdicula_asiatica,Jungle Bush-quail,-1.31676,1.077753,-7.19,-8.5068,-4.487777381,-3.410024541,Perdicula_asiatica
Petroica_goodenovii,Red-capped Robin,2.4391,-2.228106,-4.5531,-2.114,0.574175336,-1.653931069,Petroica_goodenovii
Petroica_multicolor,Scarlet Robin,-7.895896,0.713564,-7.2238,-15.1197,-0.810832658,-0.097268494,Petroica_multicolor
Petroica_rodinogaster,Pink Robin,-0.636699,1.954394,-10.7902,-11.4269,1.199190739,3.153584296,Petroica_rodinogaster
Petroica_rosea,Rose Robin,-2.019621,1.076678,-9.2293,-11.2489,1.434443976,2.511122125,Petroica_rosea
Pezopetes_capitalis,Large-footed Finch,0.699392,-0.187739,-16.7061,-16.0067,0.477137151,0.289398743,Pezopetes_capitalis
Phaethornis_superciliosus,Long-tailed Hermit,0.091068,0.395574,-17.7888,-17.6977,-1.678795169,-1.283220745,Phaethornis_superciliosus
Phalacrocorax_melanoleucos,Little Pied Cormorant,2.22592,-0.360502,7.0157,9.2416,1.720345074,1.359843351,Phalacrocorax_melanoleucos
Phalacrocorax_sulcirostris,Little Black Cormorant,-0.923571,0.025355,-17.2526,-18.1762,2.748954188,2.774308635,Phalacrocorax_sulcirostris
Phalaropus_fulicarius,Red Phalarope,2.005223,-1.999661,-13.6053,-11.6001,0.109950573,-1.889710675,Phalaropus_fulicarius
Phalaropus_lobatus,Red-necked Phalarope,-1.894683,1.798401,1.0825,-0.8122,-0.409430959,1.38896962,Phalaropus_lobatus
Phaps_chalcoptera,Common Bronzewing,5.961266,-1.196169,-1.7141,4.2472,-0.961428606,-2.157597345,Phaps_chalcoptera
Pharomachrus_auriceps,Golden-headed Quetzal,-1.479804,-0.990937,-12.9594,-14.4392,-1.684380137,-2.675317178,Pharomachrus_auriceps
Phasianus_colchicus,Common Pheasant,-12.831719,-0.447286,11.8116,-1.0201,-3.445353543,-3.892639138,Phasianus_colchicus
Pheucticus_ludovicianus,Rose-breasted Grosbeak,-12.326831,4.250494,-0.2597,-12.5865,-3.654350492,0.596143349,Pheucticus_ludovicianus
Pheucticus_melanocephalus,Black-headed Grosbeak,-13.17566,-0.192242,8.9086,-4.2671,-4.314621084,-4.506863423,Pheucticus_melanocephalus
Philemon_argenticeps,Silver-crowned Friarbird,-2.510403,0.14704,16.8268,14.3164,-1.108709897,-0.961669535,Philemon_argenticeps
Philemon_buceroides,Helmeted Friarbird,2.502356,-0.340581,3.544,6.0464,-1.840417814,-2.180998917,Philemon_buceroides
Philemon_citreogularis,Little Friarbird,-5.72609,1.758225,11.073,5.3469,-0.944793276,0.813432151,Philemon_citreogularis
Philemon_corniculatus,Noisy Friarbird,0.138085,1.771891,5.5352,5.6733,0.45414048,2.226031404,Philemon_corniculatus
Philemon_meyeri,Meyer's Friarbird,1.709351,-0.522836,-7.0095,-5.3001,-1.107576045,-1.630411918,Philemon_meyeri
Philomachus_pugnax,Ruff,2.455778,-0.239958,-4.9507,-2.4949,-0.640425896,-0.880384037,Philomachus_pugnax
Phoenicurus_phoenicurus,Common Redstart,1.582181,1.875856,-4.3915,-2.8093,-3.957755883,-2.08189963,Phoenicurus_phoenicurus
Phylidonyris_melanops,Tawny-crowned Honeyeater,11.00061,0.299283,-2.0241,8.9765,-0.101363249,0.197919442,Phylidonyris_melanops
Phylidonyris_novaehollandiae,New Holland Honeyeater,-2.842649,-1.020645,-5.6863,-8.5289,3.11090786,2.090263232,Phylidonyris_novaehollandiae
Phylidonyris_pyrrhopterus,Crescent Honeyeater,5.629003,0.068666,-8.1096,-2.4806,-0.921593437,-0.852927555,Phylidonyris_pyrrhopterus
Phylloscopus_collybita,Common Chiffchaff,-0.104603,-0.643193,0.195,0.0904,-1.466014758,-2.109207988,Phylloscopus_collybita
Phylloscopus_sibilatrix,Wood Warbler,-2.940489,-0.160266,10.2342,7.2937,-0.992258199,-1.15252397,Phylloscopus_sibilatrix
Phylloscopus_trochilus,Willow Warbler,0.363497,-2.690993,3.4648,3.8283,0.159065515,-2.53192733,Phylloscopus_trochilus
Pica_pica,Black-billed Magpie,-0.800313,-0.558132,7.7359,6.9356,2.906370292,2.348238361,Pica_pica
Picoides_arcticus,Black-backed Woodpecker,6.932815,-4.735946,-6.7178,0.215,2.22525109,-2.510695073,Picoides_arcticus
Picoides_pubescens,Downy Woodpecker,3.531027,-4.326381,3.2538,6.7849,2.815068356,-1.511312774,Picoides_pubescens
Picoides_scalaris,Ladder-backed Woodpecker,-1.264047,-0.799007,2.9337,1.6697,-1.37536131,-2.174368573,Picoides_scalaris
Picoides_villosus,Hairy Woodpecker,6.320176,-1.963271,1.2102,7.5304,0.640539179,-1.322732098,Picoides_villosus
Pipilo_chlorurus,Green-tailed Towhee,6.271547,0.516119,6.761,13.0325,-1.616032261,-1.099913618,Pipilo_chlorurus
Pipilo_crissalis,California Towhee,0.568532,0.907401,-4.2461,-3.6776,-2.045615359,-1.138214714,Pipilo_crissalis
Pipilo_erythrophthalmus,Eastern Towhee,-3.23697,3.338223,-0.3931,-3.6301,-0.690052403,2.64817018,Pipilo_erythrophthalmus
Pipilo_fuscus,Canyon Towhee,1.704642,1.135693,2.2679,3.9725,-2.377773714,-1.242081184,Pipilo_fuscus
Pipilo_maculatus,Spotted Towhee,1.882631,1.398335,-8.5917,-6.709,0.128873894,1.527208449,Pipilo_maculatus
Pipilo_ocai,Collared Towhee,0.795957,-0.850491,6.9963,7.7922,-1.568589768,-2.419081162,Pipilo_ocai
Pipra_erythrocephala,Golden-headed Manakin,-6.300985,-4.237249,-6.3293,-12.6303,1.081214942,-3.156034093,Pipra_erythrocephala
Pipra_filicauda,Wire-tailed Manakin,1.857826,-6.67299,-2.9537,-1.0958,-1.444789475,-8.117779904,Pipra_filicauda
Pipra_mentalis,Red-capped Manakin,-12.976494,-1.995608,-6.1291,-19.1056,0.69547789,-1.300130253,Pipra_mentalis
Piranga_bidentata,Flame-coloured Tanager,-4.317249,-2.244555,-0.4152,-4.7324,-6.960531692,-9.205086303,Piranga_bidentata
Piranga_flava,Hepatic Tanager,-5.077234,2.448489,-2.8677,-7.9449,-6.673130698,-4.224641857,Piranga_flava
Piranga_ludoviciana,Western Tanager,3.635951,-6.642263,3.3266,6.9625,-4.213634442,-10.85589786,Piranga_ludoviciana
Piranga_olivacea,Scarlet Tanager,-9.917742,-6.976581,6.6794,-3.2384,-4.023899389,-11.00047996,Piranga_olivacea
Piranga_rubra,Summer Tanager,-4.988301,0.207395,2.5403,-2.448,-6.413164783,-6.205770015,Piranga_rubra
Pitohui_ferrugineus,Rusty Pitohui,2.082218,-0.359052,-6.2675,-4.1852,-5.592898921,-5.95195075,Pitohui_ferrugineus
Pitohui_nigrescens,Black Pitohui,-6.952092,4.594056,-11.9341,-18.8862,-1.554447259,3.039608376,Pitohui_nigrescens
Platycercus_elegans,Crimson Rosella,1.652177,-0.566712,-2.8509,-1.1987,0.013796252,-0.552915494,Platycercus_elegans
Plectorhyncha_lanceolata,Striped Honeyeater,1.542303,-0.043259,10.2579,11.8002,1.861678971,1.81841978,Plectorhyncha_lanceolata
Plectrophenax_nivalis,Snow Bunting,7.718004,0.374004,14.7959,22.5139,-0.958066299,-0.58406287,Plectrophenax_nivalis
Plectropterus_gambensis,Spur-winged Goose,2.314342,3.623216,6.6997,9.014,-1.525739515,2.09747605,Plectropterus_gambensis
Ploceus_alienus,Strange Weaver,-2.732418,1.085503,-10.4158,-13.1482,-4.232565582,-3.147062534,Ploceus_alienus
Ploceus_baglafecht,Baglafecht Weaver,0.58939,0.214514,-3.1625,-2.5732,-4.452909789,-4.238395902,Ploceus_baglafecht
Ploceus_cucullatus,Village Weaver,-5.96233,-2.085988,5.509,-0.4533,-8.66511178,-10.75110025,Ploceus_cucullatus
Ploceus_nelicourvi,Nelicourvi Weaver,-3.435346,-0.29,-4.7026,-8.1379,-1.001017549,-1.291018063,Ploceus_nelicourvi
Ploceus_nigerrimus,Vieillot's Black Weaver,-13.123481,4.774602,-7.3604,-20.4839,-2.246681151,2.527921147,Ploceus_nigerrimus
Ploceus_philippinus,Baya Weaver,-3.653034,-0.570771,5.6825,2.0295,-4.460325492,-5.03109668,Ploceus_philippinus
Pluvialis_apricaria,Eurasian Golden Plover,-1.245919,0.671714,-9.0806,-10.3265,-0.138252217,0.5334619,Pluvialis_apricaria
Pluvialis_dominica,American Golden Plover,2.500853,0.184253,-11.8769,-9.3761,-0.378686299,-0.194433495,Pluvialis_dominica
Pluvialis_squatarola,Grey Plover,0.883648,1.599997,7.7954,8.679,0.738128784,2.338125712,Pluvialis_squatarola
Podargus_strigoides,Tawny Frogmouth,-2.190767,0.30098,5.6504,3.4596,1.116585955,1.41756558,Podargus_strigoides
Podiceps_nigricollis,Black-necked Grebe,2.443576,-0.289991,5.053,7.4965,3.43582636,3.145835406,Podiceps_nigricollis
Podilymbus_podiceps,Pied-billed Grebe,4.883578,0.22939,-4.084,0.7996,0.953642679,1.183032726,Podilymbus_podiceps
Poecilodryas_hypoleuca,Black-sided Robin,-5.271396,-0.508638,5.0394,-0.232,3.564321659,3.055683414,Poecilodryas_hypoleuca
Poecilodryas_superciliosa,White-browed Robin,6.132815,1.210668,2.3187,8.4515,3.217748116,4.428415813,Poecilodryas_superciliosa
Poephila_cincta,Black-throated Finch,-1.218118,0.623531,-0.6344,-1.8526,-1.349498802,-0.725968048,Poephila_cincta
Polioptila_caerulea,Blue-grey Gnatcatcher,-4.612706,0.833958,6.794,2.1813,4.167058836,5.001016939,Polioptila_caerulea
Pomatostomus_halli,Hall's Babbler,1.077059,-0.263916,-3.8147,-2.7376,-0.045009245,-0.30892488,Pomatostomus_halli
Pomatostomus_ruficeps,Chestnut-crowned Babbler,-1.814546,0.925983,5.621,3.8065,-0.430629244,0.495353401,Pomatostomus_ruficeps
Pomatostomus_superciliosus,White-browed Babbler,0.282736,-1.240477,5.2388,5.5216,0.674695346,-0.565781576,Pomatostomus_superciliosus
Pomatostomus_temporalis,Grey-crowned Babbler,-0.112869,0.911577,0.3287,0.2158,-1.613710881,-0.702133963,Pomatostomus_temporalis
Pooecetes_gramineus,Vesper Sparrow,2.7024,-0.642961,4.659,7.3614,-1.116877663,-1.759838797,Pooecetes_gramineus
Porphyrio_porphyrio,Purple Swamphen,-0.166323,0.210229,-13.6303,-13.7966,6.631646395,6.841875632,Porphyrio_porphyrio
Progne_chalybea,Grey-breasted Martin,-0.654261,1.138709,0.2971,-0.3572,3.307828903,4.44653767,Progne_chalybea
Progne_subis,Purple Martin,-1.856987,6.765662,-7.3134,-9.1704,3.667924249,10.43358673,Progne_subis
Progne_tapera,Brown-chested Martin,1.305538,1.012558,9.3853,10.6908,-0.801505254,0.211052983,Progne_tapera
Protonotaria_citrea,Prothonotary Warbler,2.268008,-6.31672,3.0646,5.3327,-6.347887948,-12.66460835,Protonotaria_citrea
Prunella_modularis,Hedge Accentor,-4.487027,1.002239,-8.03,-12.5171,-1.755573546,-0.753334574,Prunella_modularis
Psarocolius_decumanus,Crested Oropendola,0.05661,0.177033,-19.7492,-19.6926,2.084956585,2.261989346,Psarocolius_decumanus
Psarocolius_montezuma,Montezuma Oropendola,-0.121841,0.968164,-10.8225,-10.9443,-3.34617552,-2.378011108,Psarocolius_montezuma
Psarocolius_wagleri,Chestnut-headed Oropendola,-0.675016,0.276317,-9.7057,-10.3807,-1.540188046,-1.263871285,Psarocolius_wagleri
Psephotus_haematonotus,Red-rumped Parrot,-0.556839,-1.606894,-0.2416,-0.7984,-4.06381697,-5.670710491,Psephotus_haematonotus
Psophodes_cristatus,Chirruping Wedgebill,0.034129,-0.370252,-0.2386,-0.2045,-1.36251086,-1.732762995,Psophodes_cristatus
Psophodes_olivaceus,Eastern Whipbird,2.494726,0.487192,-15.6778,-13.1831,1.651700974,2.138893268,Psophodes_olivaceus
Ptilinopus_magnificus,Wompoo Fruit-dove,-0.214335,-0.826798,-2.0191,-2.2334,3.752563015,2.925765084,Ptilinopus_magnificus
Ptilinopus_regina,Rose-crowned Fruit-dove,6.43382,-1.605945,-0.8671,5.5668,-1.11985196,-2.725796731,Ptilinopus_regina
Ptilinopus_superbus,Superb Fruit-dove,-12.27267,0.962351,1.2107,-11.0619,1.648249949,2.610600775,Ptilinopus_superbus
Ptilonorhynchus_violaceus,Satin Bowerbird,-11.119707,8.334689,-3.6449,-14.7646,-0.105601456,8.229087129,Ptilonorhynchus_violaceus
Ptiloprora_guisei,Rufous-backed Honeyeater,3.336816,-0.045954,-14.8439,-11.5071,1.573123772,1.527169303,Ptiloprora_guisei
Ptiloris_magnificus,Magnificent Riflebird,-1.951602,10.613084,-7.8129,-9.7645,-2.354108766,8.258974963,Ptiloris_magnificus
Puffinus_tenuirostris,Short-tailed Shearwater,-2.240798,0.67703,-10.0321,-12.2729,1.490803761,2.167833624,Puffinus_tenuirostris
Pycnonotus_barbatus,Common Bulbul,-1.209903,0.581399,-5.8136,-7.0235,0.473101408,1.054500232,Pycnonotus_barbatus
Pycnoptilus_floccosus,Pilotbird,-0.818622,-0.430959,-8.3886,-9.2072,0.123037414,-0.307921645,Pycnoptilus_floccosus
Pycnopygius_cinereus,Marbled Honeyeater,2.221454,0.367085,-7.3055,-5.084,1.4768027,1.843888168,Pycnopygius_cinereus
Pygochelidon_cyanoleuca,Blue-and-white Swallow,2.096416,2.022476,2.6962,4.7926,1.170200575,3.192676661,Pygochelidon_cyanoleuca
Pyrocephalus_rubinus,Vermilion Flycatcher,-3.914531,-6.403867,-2.2953,-6.2098,0.157524208,-6.246343118,Pyrocephalus_rubinus
Pyrrholaemus_brunneus,Redthroat,-3.932823,-1.727,-0.0067,-3.9395,1.582796936,-0.144203144,Pyrrholaemus_brunneus
Quiscalus_major,Boat-tailed Grackle,-10.095301,6.772476,-6.7867,-16.882,-2.656704211,4.115771931,Quiscalus_major
Quiscalus_mexicanus,Great-tailed Grackle,-11.329377,5.883597,-7.7632,-19.0925,-2.191280168,3.692316392,Quiscalus_mexicanus
Quiscalus_quiscula,Common Grackle,0.832706,1.525825,-14.3612,-13.5285,2.324471634,3.850296273,Quiscalus_quiscula
Rallus_elegans,King Rail,-0.822941,-0.640469,-1.3061,-2.1291,-2.881288974,-3.52175792,Rallus_elegans
Rallus_limicola,Virginia Rail,-4.433975,0.499582,-8.6959,-13.1298,-3.676968529,-3.177386684,Rallus_limicola
Ramphocaenus_melanurus,Long-billed Gnatwren,-0.675438,0.410648,-6.3903,-7.0657,-0.969278421,-0.558630549,Ramphocaenus_melanurus
Ramphocelus_passerinii,Scarlet-rumped Tanager,-8.744283,0.506183,-12.4673,-21.2116,-2.118869724,-1.612686303,Ramphocelus_passerinii
Regulus_calendula,Ruby-crowned Kinglet,6.281455,-4.599791,-4.3889,1.8925,0.088232799,-4.511558402,Regulus_calendula
Regulus_satrapa,Golden-crowned Kinglet,4.69643,-2.238656,2.191,6.8874,-2.094608513,-4.333264759,Regulus_satrapa
Rhipidura_albolimbata,Friendly Fantail,2.8383,0.140524,-13.0856,-10.2473,2.319152745,2.459676734,Rhipidura_albolimbata
Rhipidura_atra,Black Fantail,-7.076126,6.880652,-12.401,-19.4771,-3.855326137,3.025326204,Rhipidura_atra
Rhipidura_brachyrhyncha,Dimorphic Fantail,1.624509,-0.663552,-10.6058,-8.9813,-1.49526866,-2.15882046,Rhipidura_brachyrhyncha
Rhipidura_fuliginosa,Grey Fantail,-3.527531,1.251453,-10.751,-14.2786,0.328767507,1.580220043,Rhipidura_fuliginosa
Rhipidura_hyperythra,Chestnut-bellied Fantail,-1.971688,0.212698,-11.9541,-13.9258,-0.373678201,-0.160979814,Rhipidura_hyperythra
Rhipidura_leucophrys,Willie-wagtail,0.671456,1.010275,-8.4762,-7.8048,1.504930653,2.515205654,Rhipidura_leucophrys
Rhipidura_leucothorax,White-bellied Thicket-fantail,2.529938,0.324354,-11.0203,-8.4903,1.81969409,2.144047772,Rhipidura_leucothorax
Rhipidura_rufiventris,Northern Fantail,3.104035,0.446874,1.3733,4.4774,0.345286829,0.792161014,Rhipidura_rufiventris
Rhipidura_threnothorax,Sooty Thicket-fantail,1.470197,0.157884,-17.3229,-15.8527,1.226569505,1.384453184,Rhipidura_threnothorax
Riparia_riparia,Sand Martin,1.109973,-0.440493,8.0747,9.1847,1.878132622,1.43763967,Riparia_riparia
Rissa_tridactyla,Black-legged Kittiwake,2.809527,-2.131555,42.7691,45.5786,4.832890918,2.701335856,Rissa_tridactyla
Rostratula_benghalensis,Greater Painted-snipe,1.73759,-0.561948,-1.092,0.6456,-1.063818844,-1.625766642,Rostratula_benghalensis
Rupicola_peruvianus,Andean Cock-of-the-rock,8.048308,-10.244739,-15.0135,-6.9652,-1.825961398,-12.07070078,Rupicola_peruvianus
Saltator_maximus,Buff-throated Saltator,-0.612853,-0.142098,-2.0142,-2.627,-3.065242525,-3.207340079,Saltator_maximus
Sappho_sparganura,Red-tailed Comet,-4.465642,1.159199,-9.1516,-13.6172,-3.324256815,-2.165058311,Sappho_sparganura
Saxicola_caprata,Pied Bushchat,-6.41073,3.307862,-14.7181,-21.1289,-1.08183583,2.226025718,Saxicola_caprata
Saxicola_torquatus,Common Stonechat,-2.574478,3.560397,-10.6002,-13.1747,-0.69826097,2.8621365,Saxicola_torquatus
Sayornis_nigricans,Black Phoebe,-1.692971,-0.162429,-16.2808,-17.9738,2.543273478,2.380844201,Sayornis_nigricans
Sayornis_saya,Say's Phoebe,0.846496,-0.203998,-5.452,-4.6055,-1.070346005,-1.274343627,Sayornis_saya
Schoeniophylax_phryganophilus,Chotoy Spinetail,1.915634,-1.154592,-5.1095,-3.1938,-3.008128801,-4.162721056,Schoeniophylax_phryganophilus
