scinam,genus_species,genus,species,peak_frequency,perc_forest_cover,n_ind,family,body_mass,body_mass_M,body_mass_F,SSD_bm,male_wing_avg,female_wing_avg,SSD,habitat_type
andropadus,Andropadus_gracilis,Andropadus,gracilis,3273,100,3,pycnonotidae,21.65,20.9,22.4,-0.030101732,73.6,72.1,0.00894255,2
andropadus,Andropadus_importunus,Andropadus,importunus,3014.65,22.9375,4,pycnonotidae,27.4,,,,86.35,82.9,0.017707811,2
andropadus,Andropadus_latirostris,Andropadus,latirostris,2067.2,100,5,pycnonotidae,26.2,,,,84.4,78.7,0.030367714,2
andropadus,Andropadus_masukuensis,Andropadus,masukuensis,2928.5,93.625,1,pycnonotidae,26.8,,,,80.55,77.5,0.016763842,2
andropadus,Andropadus_milanjensis,Andropadus,milanjensis,1894.9,81.375,5,pycnonotidae,37.4,38.5,36.3,0.025554104,95.15,90.65,0.021040984,2
andropadus,Andropadus_montanus,Andropadus,montanus,1894.9,65.625,3,pycnonotidae,32.6,,,,81.2,77.4,0.020815069,2
andropadus,Andropadus_nigriceps,Andropadus,nigriceps,2756.2,93.625,5,pycnonotidae,35.2,,,,,,,2
andropadus,Andropadus_tephrolaemus,Andropadus,tephrolaemus,2842.35,15.16666667,2,pycnonotidae,38.3,,,,88.5,85.8,0.013455983,2
andropadus,Andropadus_virens,Andropadus,virens,2584,85.11111111,5,pycnonotidae,26.6,28.5,26.2,0.036543569,75.7,72.3,0.019957582,2
anisognathus,Anisognathus_igniventris,Anisognathus,igniventris,4134.4,47.30555556,4,thraupidae,34,,,,,,,2
anisognathus,Anisognathus_lacrymosus,Anisognathus,lacrymosus,7838.1,84.5,4,thraupidae,36.2,,,,,,,2
anisognathus,Anisognathus_melanogenys,Anisognathus,melanogenys,2928.5,100,1,thraupidae,40.5,,,,,,,2
anisognathus,Anisognathus_notabilis,Anisognathus,notabilis,6804.5,98,4,thraupidae,57.2,,,,,,,2
anisognathus,Anisognathus_somptuosus,Anisognathus,somptuosus,6890.6,91.375,5,thraupidae,42,,,,,,,2
anomalospiza,Anomalospiza_imberbis,Anomalospiza,imberbis,5512.5,19.22222222,1,viduidae,20.55,,,,67.6,65.35,0.014701104,1
anthochaera,Anthochaera_carunculata,Anthochaera,carunculata,1550.4,66.6875,4,meliphagidae,106.35,114,98.7,0.062587699,154.53,143.99,0.030680473,2
anthochaera,Anthochaera_chrysoptera,Anthochaera,chrysoptera,3273,99.57142857,5,meliphagidae,68.35,77,59.7,0.110516394,132.1,119.07,0.045100464,1
anthochaera,Anthochaera_lunulata,Anthochaera,lunulata,1722.7,2.625,5,meliphagidae,62.45,71.2,53.7,0.122505708,128.9,116.1,0.045420698,2
anthornis,Anthornis_melanura,Anthornis,melanura,2239.5,81.875,5,meliphagidae,27.15,30.7,23.6,0.114226373,90.9,80.61,0.052174962,2
anthoscopus,Anthoscopus_caroli,Anthoscopus,caroli,6459.95,40.21428571,2,remizidae,6.9,,,,53.75,54.34,-0.004741165,1
anthoscopus,Anthoscopus_minutus,Anthoscopus,minutus,5857.05,2.625,4,remizidae,6.6,,,,49.87,49.58,0.002532846,0
anthoscopus,Anthoscopus_musculus,Anthoscopus,musculus,5857,0,3,remizidae,5.2,,,,49.03,48.63,0.003557624,0
anthoscopus,Anthoscopus_parvulus,Anthoscopus,parvulus,4651.2,24.88888889,1,remizidae,5.8,,,,48.5,48.9,-0.003567121,0
anthreptes,Anthreptes_anchietae,Anthreptes,anchietae,4306.6,59,3,nectariniidae,8,,,,64.3,61.6,0.018630261,1
anthreptes,Anthreptes_collaris,Anthreptes,collaris,6201.6,26.875,5,nectariniidae,7,,,,52.25,49.5,0.023481096,1
anthreptes,Anthreptes_fraseri,Anthreptes,fraseri,5512.5,100,1,nectariniidae,11.35,12.3,10.4,0.072871772,68.9,61.77,0.047441621,2
anthreptes,Anthreptes_longuemarei,Anthreptes,longuemarei,4995.7,56.25,1,nectariniidae,11.45,11.8,11.1,0.026559029,78.48,68.7,0.057802257,2
anthreptes,Anthreptes_malacensis,Anthreptes,malacensis,5426.35,70.53174603,4,nectariniidae,11.35,12,10.7,0.049797468,67.83,63.28,0.030155347,2
anthreptes,Anthreptes_metallicus,Anthreptes,metallicus,6029.3,0,3,nectariniidae,7.2,,,,56.8,54.2,0.020349049,1
anthreptes,Anthreptes_neglectus,Anthreptes,neglectus,6029.3,72.85714286,1,nectariniidae,11.85,12.4,11.3,0.040343242,71.2,64.8,0.040904988,2
anthreptes,Anthreptes_orientalis,Anthreptes,orientalis,6029.3,1.75,1,nectariniidae,10.3,,,,67.1,61.25,0.039616427,1
anthreptes,Anthreptes_pallidigaster,Anthreptes,pallidigaster,5857,63.14285714,1,nectariniidae,6.8,,,,52.25,50.25,0.016950229,2
anthreptes,Anthreptes_platurus,Anthreptes,platurus,5857.05,23.75,2,nectariniidae,6.7,,,,58.5,54.5,0.030759364,1
anthreptes,Anthreptes_rectirostris,Anthreptes,rectirostris,5254.1,66.75,2,nectariniidae,10.6,11.3,9.9,0.057443249,57.83,55.17,0.020450208,2
anthreptes,Anthreptes_reichenowi,Anthreptes,reichenowi,4565.05,70.19642857,2,nectariniidae,7.333333333,7.7,7.1,0.035232376,55.15,51.55,0.029316847,2
anthreptes,Anthreptes_rhodolaemus,Anthreptes,rhodolaemus,5512.5,92.375,1,nectariniidae,13.1,,,,65.7,60.83,0.033447553,2
anthreptes,Anthreptes_singalensis,Anthreptes,singalensis,6029.3,65.625,5,nectariniidae,7.6,,,,55,53.17,0.014696029,2
anthus,Anthus_berthelotii,Anthus,berthelotii,5340.2,1.375,5,motacillidae,15.9,,,,77.9,74.3,0.020548644,1
anthus,Anthus_bogotensis,Anthus,bogotensis,4651.2,4.125,5,motacillidae,25.1,,,,,,,0
anthus,Anthus_brachyurus,Anthus,brachyurus,3962.1,29.375,1,motacillidae,15.3,,,,66.2,64.2,0.013322961,0
anthus,Anthus_campestris,Anthus,campestris,4651.2,2.375,5,motacillidae,23,,,,92.59,86.64,0.02884564,0
anthus,Anthus_cervinus,Anthus,cervinus,5340.2,0,2,motacillidae,20.9,,,,85.92,82.37,0.018325202,0
anthus,Anthus_chloris,Anthus,chloris,5512.5,0,3,motacillidae,25.1,,,,85,82.8,0.011388589,0
anthus,Anthus_correndera,Anthus,correndera,4651.2,9.111111111,3,motacillidae,20.9,,,,,,,0
anthus,Anthus_crenatus,Anthus,crenatus,3445.3,1.625,5,motacillidae,30.7,,,,87.7,82.1,0.028656436,0
anthus,Anthus_furcatus,Anthus,furcatus,5168,3.666666667,3,motacillidae,20.25,,,,,,,0
anthus,Anthus_godlewskii,Anthus,godlewskii,4823.4,0,5,motacillidae,25.35,24.7,26,-0.022276395,93.45,88.8,0.02216634,0
anthus,Anthus_gustavi,Anthus,gustavi,5426.35,0,4,motacillidae,19.8,,,,83.44,79.33,0.021936841,1
anthus,Anthus_gutturalis,Anthus,gutturalis,3617.6,2.285714286,3,motacillidae,36.3,,,,,,,0
anthus,Anthus_hellmayri,Anthus,hellmayri,5857,21.375,5,motacillidae,18.75,,,,,,,0
anthus,Anthus_hodgsoni,Anthus,hodgsoni,5168,20.625,5,motacillidae,21.3,,,,85.15,81.88,0.017006818,1
anthus,Anthus_leucophrys,Anthus,leucophrys,4134.4,17,5,motacillidae,25.05,,,,98.6,95.1,0.015696398,0
anthus,Anthus_lineiventris,Anthus,lineiventris,4134.4,32.77777778,5,motacillidae,35,,,,87.7,83.3,0.022354592,0
anthus,Anthus_lutescens,Anthus,lutescens,5684.75,12.94444444,4,motacillidae,14.05,,,,,,,0
anthus,Anthus_nattereri,Anthus,nattereri,6115.45,43.22321429,4,motacillidae,19.5,,,,,,,0
anthus,Anthus_nilghiriensis,Anthus,nilghiriensis,5857,18.14285714,1,motacillidae,,,,,78.5,77.5,0.005567954,0
anthus,Anthus_novaeseelandiae,Anthus,novaeseelandiae,5512.5,0,1,motacillidae,24.1,,,,87.2,83.78,0.017376129,0
anthus,Anthus_pallidiventris,Anthus,pallidiventris,5168,2.777777778,1,motacillidae,,,,,96,91.6,0.020375759,0
anthus,Anthus_petrosus,Anthus,petrosus,4823.4,18.28571429,3,motacillidae,22.4,,,,89.6,84,0.028028724,0
anthus,Anthus_pratensis,Anthus,pratensis,4651.2,2.875,5,motacillidae,18.4,,,,80.72,77.19,0.019420112,0
anthus,Anthus_richardi,Anthus,richardi,4306.6,5.428571429,5,motacillidae,32.2,33.5,30.9,0.035086328,93.07,89.37,0.017617956,0
anthus,Anthus_roseatus,Anthus,roseatus,4823.4,0,5,motacillidae,21,,,,90,83,0.035164417,0
anthus,Anthus_rubescens,Anthus,rubescens,5512.5,1.25,5,motacillidae,20.7,21.35,20.05,0.027283502,86.49,81.83,0.024053346,0
anthus,Anthus_rufulus,Anthus,rufulus,5167.95,28.83333333,4,motacillidae,20.55,,,,,,,0
anthus,Anthus_similis,Anthus,similis,3962.1,2.714285714,5,motacillidae,25.3,,,,97.66,93.72,0.01788444,1
anthus,Anthus_sokokensis,Anthus,sokokensis,5340.2,63.14285714,1,motacillidae,15,,,,69.3,69.6,-0.001876005,2
anthus,Anthus_spinoletta,Anthus,spinoletta,4651.2,1.5,5,motacillidae,23.9,,,,87.66,83,0.023723374,0
anthus,Anthus_spragueii,Anthus,spragueii,4823.4,0,5,motacillidae,25.5,,,,81.6,78.45,0.017097211,0
anthus,Anthus_sylvanus,Anthus,sylvanus,4134.4,51.55555556,5,motacillidae,31,,,,81,77,0.021994294,0
anthus,Anthus_trivialis,Anthus,trivialis,5340.2,64,5,motacillidae,23.4,21.7,25.1,-0.063213988,88.35,85.48,0.01434204,1
anthus,Anthus_vaalensis,Anthus,vaalensis,4478.9,0,1,motacillidae,27,,,,102,97.5,0.019595556,0
antilophia,Antilophia_bokermanni,Antilophia,bokermanni,3273,65,5,pipridae,19.75,,,,,,,2
antilophia,Antilophia_galeata,Antilophia,galeata,3445.3,72,3,pipridae,21.5,20.6,22.4,-0.036380798,79.8,77.8,0.011023294,2
anumbius,Anumbius_annumbi,Anumbius,annumbi,3875.95,25.97916667,4,furnariidae,40.3,,,,,,,0
apalis,Apalis_alticola,Apalis,alticola,3531.45,68.88888889,4,cisticolidae,12.1,,,,58.2,54.7,0.026935658,2
apalis,Apalis_argentea,Apalis,argentea,4995.7,15,1,cisticolidae,,,,,,,,2
apalis,Apalis_binotata,Apalis,binotata,4220.5,9.916666667,2,cisticolidae,8.2,,,,49,46,0.027438248,2
apalis,Apalis_chapini,Apalis,chapini,4823.4,93.625,5,cisticolidae,8.8,,,,51.5,50.8,0.005943517,2
apalis,Apalis_chariessa,Apalis,chariessa,4134.4,85.5,3,cisticolidae,,,,,52.6,50.5,0.017694366,2
apalis,Apalis_chirindensis,Apalis,chirindensis,6546.1,87,1,cisticolidae,8.6,,,,50.3,48,0.020326748,2
apalis,Apalis_cinerea,Apalis,cinerea,3617.6,54.625,5,cisticolidae,9.9,10.5,9.3,0.052706351,59,55.4,0.027342247,2
apalis,Apalis_flavida,Apalis,flavida,3445.3,22.25,5,cisticolidae,8.2,8.5,7.9,0.031791834,51,48.8,0.019150354,2
apalis,Apalis_flavigularis,Apalis,flavigularis,4134.4,85.11111111,1,cisticolidae,11.05,11.3,10.8,0.019654688,,,,2
apalis,Apalis_fuscigularis,Apalis,fuscigularis,2756.2,98.28571429,1,cisticolidae,11,,,,,,,2
apalis,Apalis_jacksoni,Apalis,jacksoni,2239.5,100,5,cisticolidae,8.7,,,,54.2,50.8,0.028135574,2
apalis,Apalis_karamojae,Apalis,karamojae,4306.6,9.444444444,1,cisticolidae,9.2,,,,49.7,45,0.043143875,1
apalis,Apalis_melanocephala,Apalis,melanocephala,3100.8,77.25,5,cisticolidae,8.8,,,,49.15,47.5,0.014829913,2
apalis,Apalis_nigriceps,Apalis,nigriceps,3359.15,100,4,cisticolidae,8.4,,,,47.3,46.2,0.010219165,2
apalis,Apalis_personata,Apalis,personata,3617.6,100,5,cisticolidae,11,,,,56.1,54.3,0.014163032,2
apalis,Apalis_porphyrolaema,Apalis,porphyrolaema,3617.6,100,5,cisticolidae,8.4,8.8,8,0.041392685,53.2,52,0.009908289,2
apalis,Apalis_ruddi,Apalis,ruddi,2670.1,62.11111111,4,cisticolidae,9.7,9.9,9.5,0.017911589,49.3,47.3,0.017985779,2
apalis,Apalis_rufogularis,Apalis,rufogularis,3789.8,100,5,cisticolidae,8.35,8.7,8,0.036429266,47.5,45.6,0.017728767,2
apalis,Apalis_sharpii,Apalis,sharpii,3273,97.57142857,4,cisticolidae,8.7,9.1,8.3,0.0399633,49.1,47.5,0.014387882,2
apalis,Apalis_thoracica,Apalis,thoracica,3445.3,78.77777778,5,cisticolidae,11.1,11.15,10.4,0.030241528,55.15,53.5,0.013191735,2
aphanotriccus,Aphanotriccus_audax,Aphanotriccus,audax,4134.4,100,3,tyrannidae,11.25,,,,60.3,59.4,0.006530867,2
aphanotriccus,Aphanotriccus_capitalis,Aphanotriccus,capitalis,4048.25,75.625,2,tyrannidae,11.8,,,,,,,2
aphelocephala,Aphelocephala_leucopsis,Aphelocephala,leucopsis,5857,33.28571429,3,acanthizidae,12.35,,,,59.1,58.1,0.007411348,1
aphelocephala,Aphelocephala_nigricincta,Aphelocephala,nigricincta,3617.6,14.5,1,acanthizidae,10.4,,,,56.3,56,0.002320368,0
aphelocoma,Aphelocoma_californica,Aphelocoma,californica,3617.6,27.78472222,2,corvidae,86.2125,90.425,82,0.042474665,125.74,121.2,0.015970836,1
aphelocoma,Aphelocoma_coerulescens,Aphelocoma,coerulescens,3273,44.11111111,1,corvidae,77.15,79.3,75,0.024211924,113.8,111.9,0.007312176,1
aphelocoma,Aphelocoma_insularis,Aphelocoma,insularis,2067.2,44,1,corvidae,116,123,109,0.052478613,139.2,130.2,0.029028251,1
aphelocoma,Aphelocoma_ultramarina,Aphelocoma,ultramarina,3359.2,37.60416667,2,corvidae,109.3333333,102,95,0.030876566,166.7,163.9,0.007356646,
aphelocoma,Aphelocoma_unicolor,Aphelocoma,unicolor,3703.7,69.3125,2,corvidae,124,,,,,,,2
aphrastura,Aphrastura_spinicauda,Aphrastura,spinicauda,5426.4,35.08333333,4,furnariidae,10.8,11.3,10.3,0.040241219,62.4525,60.1782,0.016110635,2
aplonis,Aplonis_brunneicapillus,Aplonis,brunneicapillus,2411.7,100,1,sturnidae,66.7,69.2,64.2,0.032571066,,,,2
aplonis,Aplonis_cantoroides,Aplonis,cantoroides,3617.6,56.25,2,sturnidae,55.75,,,,103,101,0.008515851,1
aplonis,Aplonis_insularis,Aplonis,insularis,4478.9,100,1,sturnidae,70,,,,,,,2
aplonis,Aplonis_magna,Aplonis,magna,2756.2,93,3,sturnidae,190,,,,,,,2
aplonis,Aplonis_metallica,Aplonis,metallica,3962.1,83.66666667,5,sturnidae,56.5,57.3,55.7,0.012299427,108.37,107.15,0.004916898,2
aplonis,Aplonis_minor,Aplonis,minor,6890.6,85.875,1,sturnidae,42,,,,,,,2
aplonis,Aplonis_panayensis,Aplonis,panayensis,3445.3,65.875,3,sturnidae,56.2,,,,,,,2
aplonis,Aplonis_striata,Aplonis,striata,3962.1,43.25,1,sturnidae,54.2,,,,,,,2
aplonis,Aplonis_tabuensis,Aplonis,tabuensis,2928.5,90.5625,2,sturnidae,62.5,,,,,,,1
arachnothera,Arachnothera_affinis,Arachnothera,affinis,5684.8,100,3,nectariniidae,26.4,,,,,,,2
arachnothera,Arachnothera_chrysogenys,Arachnothera,chrysogenys,6546.1,100,1,nectariniidae,22.8,,,,,,,2
arachnothera,Arachnothera_clarae,Arachnothera,clarae,3273,81,1,nectariniidae,30.1,,,,,,,2
arachnothera,Arachnothera_crassirostris,Arachnothera,crassirostris,4823.4,97.625,1,nectariniidae,16,,,,,,,2
arachnothera,Arachnothera_everetti,Arachnothera,everetti,5340.2,100,3,nectariniidae,26.4,,,,,,,2
arachnothera,Arachnothera_juliae,Arachnothera,juliae,3962.1,64.92857143,2,nectariniidae,,,,,,,,2
arachnothera,Arachnothera_longirostra,Arachnothera,longirostra,3617.6,81.625,5,nectariniidae,12.55,14,11.1,0.100805057,65.5,59.5,0.041724334,2
arachnothera,Arachnothera_magna,Arachnothera,magna,4737.3,82.6875,2,nectariniidae,30.7,,,,90,81,0.045757491,2
archboldia,Archboldia_papuensis,Archboldia,papuensis,3445.3,100,1,ptilonorhynchidae,177.6666667,178.5,176,0.006125553,162.5,148.5,0.039126912,2
arremon,Arremon_abeillei,Arremon,abeillei,5168,47.625,5,emberizidae,25.9,,,,,,,2
arremon,Arremon_aurantiirostris,Arremon,aurantiirostris,6373.8,100,5,emberizidae,34.5,,,,,,,2
arremon,Arremon_brunneinucha,Arremon,brunneinucha,9130.1,75.625,5,emberizidae,44.05,,,,,,,2
arremon,Arremon_castaneiceps,Arremon,castaneiceps,7752,99.5,5,emberizidae,36.9,,,,,,,2
arremon,Arremon_crassirostris,Arremon,crassirostris,6890.6,69.33333333,3,emberizidae,38.75,37,40.5,-0.039253299,,,,2
arremon,Arremon_flavirostris,Arremon,flavirostris,8096.5,60.66666667,3,emberizidae,26.5,,,,,,,2
arremon,Arremon_franciscanus,Arremon,franciscanus,7924.2,28.75,3,emberizidae,24.9,,,,,,,1
arremon,Arremon_schlegeli,Arremon,schlegeli,7924.2,88.33333333,3,emberizidae,27.7,,,,,,,2
arremon,Arremon_semitorquatus,Arremon,semitorquatus,7062.9,97,5,emberizidae,26.5,,,,,,,2
arremon,Arremon_taciturnus,Arremon,taciturnus,8613.3,94,5,emberizidae,24.8,,,,,,,2
arremon,Arremon_torquatus,Arremon,torquatus,7579.7,83.375,4,emberizidae,35.03333333,,,,,,,2
arremon,Arremon_virenticeps,Arremon,virenticeps,8268.8,79.875,5,emberizidae,41,,,,,,,2
arremonops,Arremonops_chloronotus,Arremonops,chloronotus,3962.1,100,5,emberizidae,27.4,,,,,,,2
arremonops,Arremonops_conirostris,Arremonops,conirostris,2584,81.88888889,5,emberizidae,36.3,42.3,37.2,0.055797427,,,,1
arremonops,Arremonops_rufivirgatus,Arremonops,rufivirgatus,4823.4,40.77777778,5,emberizidae,22.45,23.2,21.7,0.029028251,63.9,59.9,0.028074036,1
arremonops,Arremonops_tocuyensis,Arremonops,tocuyensis,5167.95,26.62698413,2,emberizidae,,,,,,,,1
arses,Arses_insularis,Arses,insularis,2497.85,98.88888889,4,monarchidae,19.3,,,,,,,2
arses,Arses_kaupi,Arses,kaupi,2756.2,93,5,monarchidae,13.5,,,,81.6,78.75,0.015439596,2
arses,Arses_telescophthalmus,Arses,telescophthalmus,3100.8,100,5,monarchidae,15.4,,,,79.8,77.77,0.011190792,2
artamella,Artamella_viridis,Artamella,viridis,1550.4,100,2,vangidae,48.8,,,,,,,2
artamus,Artamus_cinereus,Artamus,cinereus,3100.8,7.5,1,artamidae,35.6,,,,123.52,121.52,0.007089522,1
artamus,Artamus_cyanopterus,Artamus,cyanopterus,3962.1,33.28571429,1,artamidae,34.6,,,,125.7,124.77,0.003225103,1
artamus,Artamus_fuscus,Artamus,fuscus,3100.8,45.42857143,5,artamidae,39.8,,,,133.5,134.5,-0.003241019,1
artamus,Artamus_maximus,Artamus,maximus,3876,58,4,artamidae,58.2,,,,,,,1
artamus,Artamus_mentalis,Artamus,mentalis,3445.3,70.625,1,artamidae,41.9,,,,,,,0
artamus,Artamus_minor,Artamus,minor,2411.7,79.88888889,1,artamidae,16,,,,104.35,102.05,0.009679444,1
artamus,Artamus_monachus,Artamus,monachus,3962.1,100,1,artamidae,,,,,,,,2
artamus,Artamus_personatus,Artamus,personatus,4651.2,9,1,artamidae,34.6,,,,123.3,118.6,0.016878388,1
artamus,Artamus_superciliosus,Artamus,superciliosus,3100.8,51.14285714,1,artamidae,35.5,,,,124.1,120.5,0.012784735,1
artisornis,Artisornis_metopias,Artisornis,metopias,4737.3,58.61111111,2,sylviidae,8.4,,,,49.8,47.4,0.021451001,2
artisornis,Artisornis_moreaui,Artisornis,moreaui,3445.3,39,5,sylviidae,9.1,,,,48,44,0.037788561,2
arundinicola,Arundinicola_leucocephala,Arundinicola,leucocephala,6287.7,19.51785714,4,tyrannidae,13.8,,,,63,58.8,0.029963223,0
asthenes,Asthenes_anthoides,Asthenes,anthoides,5512.5,0,1,furnariidae,22.3,,,,,,,0
asthenes,Asthenes_arequipae,Asthenes,arequipae,4220.5,0,4,furnariidae,,,,,,,,1
asthenes,Asthenes_baeri,Asthenes,baeri,5684.75,11.6875,2,furnariidae,17.8,,,,,,,1
asthenes,Asthenes_berlepschi,Asthenes,berlepschi,4478.9,2.5,5,furnariidae,,,,,,,,1
asthenes,Asthenes_cactorum,Asthenes,cactorum,3962.1,0.333333333,3,furnariidae,17.5,,,,,,,0
asthenes,Asthenes_dorbignyi,Asthenes,dorbignyi,4478.9,0.666666667,4,furnariidae,15.9,,,,,,,1
asthenes,Asthenes_flammulata,Asthenes,flammulata,4478.9,8.222222222,5,furnariidae,22.5,,,,,,,0
asthenes,Asthenes_heterura,Asthenes,heterura,5512.5,0,4,furnariidae,13.5,,,,,,,1
asthenes,Asthenes_huancavelicae,Asthenes,huancavelicae,4823.4,12.22222222,5,furnariidae,,,,,,,,1
asthenes,Asthenes_humicola,Asthenes,humicola,4220.5,23.64285714,4,furnariidae,20.9,,,,,,,0
asthenes,Asthenes_humilis,Asthenes,humilis,4651.2,0.222222222,3,furnariidae,21,,,,,,,0
asthenes,Asthenes_luizae,Asthenes,luizae,5168,17.9,3,furnariidae,29.35,30.5,28.2,0.034050731,,,,0
asthenes,Asthenes_maculicauda,Asthenes,maculicauda,4651.2,11.25,5,furnariidae,19,,,,,,,0
asthenes,Asthenes_modesta,Asthenes,modesta,4565,0,4,furnariidae,16.8,,,,,,,0
asthenes,Asthenes_ottonis,Asthenes,ottonis,5168,4.555555556,5,furnariidae,13,,,,,,,1
asthenes,Asthenes_patagonica,Asthenes,patagonica,3186.9,0,2,furnariidae,16.4,,,,,,,1
asthenes,Asthenes_pudibunda,Asthenes,pudibunda,4478.9,0,5,furnariidae,15,,,,,,,0
asthenes,Asthenes_pyrrholeuca,Asthenes,pyrrholeuca,5684.8,0,5,furnariidae,13.2,,,,,,,0
asthenes,Asthenes_sclateri,Asthenes,sclateri,5168,0,5,furnariidae,25.9,,,,,,,0
asthenes,Asthenes_steinbachi,Asthenes,steinbachi,5168,0,1,furnariidae,19.5,,,,,,,1
asthenes,Asthenes_urubambensis,Asthenes,urubambensis,4823.4,14.48214286,4,furnariidae,16,,,,,,,0
asthenes,Asthenes_virgata,Asthenes,virgata,4306.6,0,5,furnariidae,22,,,,,,,0
asthenes,Asthenes_wyatti,Asthenes,wyatti,4478.9,13.625,5,furnariidae,15.2,,,,,,,0
astrapia,Astrapia_splendidissima,Astrapia,splendidissima,4478.9,88.375,3,paradisaeidae,131.5,138,125,0.042969073,136,133.5,0.008057643,2
astrapia,Astrapia_stephaniae,Astrapia,stephaniae,3100.8,58,1,paradisaeidae,142,150,134,0.048986461,167,153.5,0.036608091,2
atalotriccus,Atalotriccus_pilaris,Atalotriccus,pilaris,4048.2,40.54861111,4,tyrannidae,6.8,,,,40.4,39.2,0.013095298,1
atlapetes,Atlapetes_albiceps,Atlapetes,albiceps,4995.7,63.5,3,emberizidae,36.6,,,,,,,2
atlapetes,Atlapetes_albinucha,Atlapetes,albinucha,6373.8,91.125,5,emberizidae,33.85,,,,,,,2
atlapetes,Atlapetes_albofrenatus,Atlapetes,albofrenatus,6718.4,85.875,5,emberizidae,30,,,,,,,2
atlapetes,Atlapetes_canigenis,Atlapetes,canigenis,3962.1,53.33333333,3,emberizidae,,,,,,,,1
atlapetes,Atlapetes_citrinellus,Atlapetes,citrinellus,6890.6,61.88888889,1,emberizidae,28,,,,,,,2
atlapetes,Atlapetes_flaviceps,Atlapetes,flaviceps,5512.5,73.125,3,emberizidae,,,,,,,,2
atlapetes,Atlapetes_forbesi,Atlapetes,forbesi,4306.6,0,1,emberizidae,,,,,,,,1
atlapetes,Atlapetes_fulviceps,Atlapetes,fulviceps,5426.35,97.16666667,4,emberizidae,28.2,,,,,,,2
atlapetes,Atlapetes_fuscoolivaceus,Atlapetes,fuscoolivaceus,4823.4,84.22222222,5,emberizidae,32.5,,,,,,,2
atlapetes,Atlapetes_latinuchus,Atlapetes,latinuchus,4306.6,55,5,emberizidae,22.5,22.6,16,0.149988456,,,,1
atlapetes,Atlapetes_leucopis,Atlapetes,leucopis,4134.4,90,5,emberizidae,43,,,,,,,2
atlapetes,Atlapetes_leucopterus,Atlapetes,leucopterus,5340.2,47.625,5,emberizidae,23.8,,,,,,,2
atlapetes,Atlapetes_melanocephalus,Atlapetes,melanocephalus,5512.5,100,5,emberizidae,25,,,,,,,2
atlapetes,Atlapetes_melanolaemus,Atlapetes,melanolaemus,5168,87.57142857,5,emberizidae,29,,,,,,,2
atlapetes,Atlapetes_melanopsis,Atlapetes,melanopsis,5857,17.66666667,1,emberizidae,,,,,,,,1
atlapetes,Atlapetes_pallidiceps,Atlapetes,pallidiceps,3962.1,61.11111111,5,emberizidae,28.9,,,,,,,2
atlapetes,Atlapetes_pallidinucha,Atlapetes,pallidinucha,5857,42.875,5,emberizidae,34.6,36.1,33.1,0.037679208,,,,2
atlapetes,Atlapetes_personatus,Atlapetes,personatus,6201.6,96.875,5,emberizidae,32.7,33.8,31.6,0.029229618,,,,2
atlapetes,Atlapetes_pileatus,Atlapetes,pileatus,6201.6,75.125,5,emberizidae,24,,,,,,,2
atlapetes,Atlapetes_rufigenis,Atlapetes,rufigenis,4651.2,1.625,1,emberizidae,,,,,,,,2
atlapetes,Atlapetes_rufinucha,Atlapetes,rufinucha,4651.2,42.11111111,5,emberizidae,21.55,22.2,20.9,0.026206688,,,,2
atlapetes,Atlapetes_schistaceus,Atlapetes,schistaceus,3962.1,71.375,5,emberizidae,28.1,,,,,,,2
atlapetes,Atlapetes_seebohmi,Atlapetes,seebohmi,5340.2,39,5,emberizidae,29.5,,,,,,,2
atlapetes,Atlapetes_semirufus,Atlapetes,semirufus,4823.4,100,5,emberizidae,30.7,,,,,,,2
atlapetes,Atlapetes_tricolor,Atlapetes,tricolor,4478.9,61.55555556,5,emberizidae,36.5,,,,,,,2
atrichornis,Atrichornis_clamosus,Atrichornis,clamosus,2928.5,36.22222222,3,atrichornithidae,43.05,51.8,34.3,0.17903564,78.73,66.4,0.073972172,2
atrichornis,Atrichornis_rufescens,Atrichornis,rufescens,3617.6,96.66666667,5,atrichornithidae,24,,,,64.5,59.8,0.032858531,2
atticora,Atticora_fasciata,Atticora,fasciata,4995.7,47.21428571,2,hirundinidae,13,,,,,,,1
attila,Attila_bolivianus,Attila,bolivianus,2067.2,62.32539683,4,tyrannidae,39.5,,,,,,,2
attila,Attila_cinnamomeus,Attila,cinnamomeus,2325.6,91.16666667,4,tyrannidae,38.8,,,,,,,2
attila,Attila_citriniventris,Attila,citriniventris,2411.7,95.66666667,5,tyrannidae,33.7,,,,,,,2
attila,Attila_phoenicurus,Attila,phoenicurus,2756.2,90,4,tyrannidae,32.3,,,,,,,2
attila,Attila_rufus,Attila,rufus,2584,93.875,5,tyrannidae,42.6,,,,,,,2
attila,Attila_spadiceus,Attila,spadiceus,2411.7,85.5,5,tyrannidae,39.1,,,,88.85,83.3,0.028012431,2
attila,Attila_torridus,Attila,torridus,2584,100,3,tyrannidae,46,,,,,,,2
auriparus,Auriparus_flaviceps,Auriparus,flaviceps,4134.4,3.222222222,5,remizidae,6.8,,,,53,52.75,0.002053406,0
automolus,Automolus_infuscatus,Automolus,infuscatus,2584,100,5,furnariidae,31.6,,,,,,,2
automolus,Automolus_leucophthalmus,Automolus,leucophthalmus,2756.2,85,5,furnariidae,34.5,,,,,,,2
