species_code,UrbanIndex1,UrbanIndex2,UrbanIndex3,UrbanIndex4,UrbanIndex5,UrbanIndex6,PC1_scores,mean_br_occur,scientific_name,order,family,genus,common_name,test_spp,br_rng_extent,breeding_start_dt,breeding_end_dt,year_round_start_dt,year_round_end_dt,run_name
merlin,-0.153276445,0.12040734,5.305366706,0.0388632,0.075062001,0.793323517,0.512835804,NA,Falco columbarius,Falconiformes,Falconidae,Falco,Merlin,no,99,5/31/2018,7/27/2018,NA,NA,merlin-ERD2018-EBIRD_SCIENCE-20191104-d1a082b6
prafal,-1.635922303,-2,5.76151449,0.010991641,0.005525559,0.228375005,-1.465331271,NA,Falco mexicanus,Falconiformes,Falconidae,Falco,Prairie Falcon,no,97,5/17/2018,7/20/2018,NA,NA,prafal-ERD2018-EBIRD_SCIENCE-20191108-d06384b6
astfly,-0.245673773,-0.13075113,6.522555614,0.066897804,0.046822252,0.826773841,0.500742647,NA,Myiarchus cinerascens,Passeriformes,Tyrannidae,Myiarchus,Ash-throated Flycatcher,no,67,5/31/2018,7/20/2018,NA,NA,astfly-ERD2018-EBIRD_SCIENCE-20191105-cb348533
grcfly,0.362994592,0.130703902,6.784789922,0.195266938,0.289943859,1.078967656,1.345656148,NA,Myiarchus crinitus,Passeriformes,Tyrannidae,Myiarchus,Great Crested Flycatcher,no,98,5/31/2018,8/17/2018,NA,NA,grcfly-ERD2018-EBIRD_SCIENCE-20191028-3ab6d641
coukin,-0.62935022,-0.834019671,5.336124723,0.259950461,0.303316492,1.030864905,0.556095421,NA,Tyrannus couchii,Passeriformes,Tyrannidae,Tyrannus,Couch's Kingbird,no,29,NA,NA,1/4/2018,12/28/2018,coukin-ERD2018-EBIRD_SCIENCE-20191111-7f8b1e45
caskin,0.177078116,0.118126072,7.907312154,0.059581811,0.081167296,0.736293583,0.657395514,0.47826087,Tyrannus vociferans,Passeriformes,Tyrannidae,Tyrannus,Cassin's Kingbird,no,53,5/31/2018,7/13/2018,NA,NA,caskin-ERD2018-EBIRD_SCIENCE-20191109-eb0245a8
weskin,-0.329190798,-0.311560758,5.880877325,0.08814765,0.077284482,1.008473165,0.735094083,1.181688335,Tyrannus verticalis,Passeriformes,Tyrannidae,Tyrannus,Western Kingbird,no,84,5/31/2018,7/20/2018,NA,NA,weskin-ERD2018-EBIRD_SCIENCE-20191104-bf8389d4
easkin,-0.048343211,-0.308131885,6.892616781,0.143179176,0.02449313,1.155872087,1.175204078,NA,Tyrannus tyrannus,Passeriformes,Tyrannidae,Tyrannus,Eastern Kingbird,no,100,6/7/2018,7/20/2018,NA,NA,easkin-ERD2018-EBIRD_SCIENCE-20191103-d857a530
sctfly,-0.452743107,-0.449387407,6.176060681,0.134650239,0.092057377,0.871783903,0.425132138,NA,Tyrannus forficatus,Passeriformes,Tyrannidae,Tyrannus,Scissor-tailed Flycatcher,no,90,5/31/2018,8/24/2018,NA,NA,sctfly-ERD2018-EBIRD_SCIENCE-20191029-2b3030da
olsfly,-1.489089596,-1.943030186,6.587298204,0.006331212,0.009066279,0.227169347,-1.361982278,NA,Contopus cooperi,Passeriformes,Tyrannidae,Contopus,Olive-sided Flycatcher,nonurban,99,6/21/2018,7/13/2018,NA,NA,olsfly-ERD2018-EBIRD_SCIENCE-20191109-c9c0551a
wewpew,-0.10854415,0.090027783,5.559370372,0.026239547,0.04102784,0.752587344,0.478947076,1.083199141,Contopus sordidulus,Passeriformes,Tyrannidae,Contopus,Western Wood-Pewee,no,84,6/14/2018,8/3/2018,NA,NA,wewpew-ERD2018-EBIRD_SCIENCE-20191104-048364ad
eawpew,-0.156901395,-0.177629771,6.901876396,0.166901946,0.096780558,0.924303586,0.722346725,NA,Contopus virens,Passeriformes,Tyrannidae,Contopus,Eastern Wood-Pewee,no,99,6/28/2018,7/20/2018,NA,NA,eawpew-ERD2018-EBIRD_SCIENCE-20191103-1f271963
yebfly,-1.884343482,-2,3.986168005,0.002600912,0.00238294,0.121829359,-1.816028341,NA,Empidonax flaviventris,Passeriformes,Tyrannidae,Empidonax,Yellow-bellied Flycatcher,no,99,6/28/2018,7/13/2018,NA,NA,yebfly-ERD2018-EBIRD_SCIENCE-20191108-3fc22765
acafly,-0.654890227,-0.632568684,6.762134413,0.262842386,0.058063257,0.980764785,0.456646655,NA,Empidonax virescens,Passeriformes,Tyrannidae,Empidonax,Acadian Flycatcher,no,99,5/17/2018,8/3/2018,NA,NA,acafly-ERD2018-EBIRD_SCIENCE-20191105-09c6acb9
aldfly,-1.35102171,-1.212323995,4.519368799,0.026949601,0.020304721,0.562108534,-0.720562341,0.50363958,Empidonax alnorum,Passeriformes,Tyrannidae,Empidonax,Alder Flycatcher,no,99,6/28/2018,7/13/2018,NA,NA,aldfly-ERD2018-EBIRD_SCIENCE-20191109-85592b18
wilfly,0.679621925,0.583020595,7.110420401,0.131405342,0.339792767,1.023730424,1.483274463,0.602623731,Empidonax traillii,Passeriformes,Tyrannidae,Empidonax,Willow Flycatcher,no,99,6/21/2018,7/13/2018,NA,NA,wilfly-ERD2018-EBIRD_SCIENCE-20191030-a079dfc1
leafly,-1.30079813,-1.081066597,4.862826654,0.043092642,0.023197665,0.661615234,-0.523402129,NA,Empidonax minimus,Passeriformes,Tyrannidae,Empidonax,Least Flycatcher,no,100,6/14/2018,7/13/2018,NA,NA,leafly-ERD2018-EBIRD_SCIENCE-20191104-f44b7fb8
hamfly,-1.729555405,-2,4.337669885,0.004986066,0.001617402,0.224680504,-1.538463403,NA,Empidonax hammondii,Passeriformes,Tyrannidae,Empidonax,Hammond's Flycatcher,no,99,6/14/2018,7/27/2018,NA,NA,hamfly-ERD2018-EBIRD_SCIENCE-20191028-32c8b89f
gryfly,-1.74492305,-2,4.549244664,0.001400627,0,0.049515196,-1.833148974,0,Empidonax wrightii,Passeriformes,Tyrannidae,Empidonax,Gray Flycatcher,no,100,6/14/2018,7/13/2018,NA,NA,gryfly-ERD2018-EBIRD_SCIENCE-20191112-73d0e2bd
dusfly,-1.35362834,-1.612882539,4.164426075,0.003707491,0.001373045,0.17928815,-1.34237523,0.15625,Empidonax oberholseri,Passeriformes,Tyrannidae,Empidonax,Dusky Flycatcher,no,100,6/21/2018,7/20/2018,NA,NA,dusfly-ERD2018-EBIRD_SCIENCE-20191109-f2c4ea0e
pasfly,-0.03769979,-0.175679373,6.815741952,0.063553194,0.043673558,0.922128829,0.804310633,NA,Empidonax difficilis,Passeriformes,Tyrannidae,Empidonax,Pacific-slope Flycatcher,no,97,6/28/2018,7/13/2018,NA,NA,pasfly-ERD2018-EBIRD_SCIENCE-20191105-eb343501
corfly,-0.590328146,-1.259061036,4.737064931,0.008399616,0.011258742,0.269813383,-0.648375,NA,Empidonax occidentalis,Passeriformes,Tyrannidae,Empidonax,Cordilleran Flycatcher,no,63,6/7/2018,8/10/2018,NA,NA,corfly-ERD2018-EBIRD_SCIENCE-20191112-bea9674a
blkpho,1.50231346,1.438472072,7.946054527,0.134438466,0.447352629,1.317460453,2.548939426,NA,Sayornis nigricans,Passeriformes,Tyrannidae,Sayornis,Black Phoebe,no,30,5/17/2018,8/31/2018,NA,NA,blkpho-ERD2018-EBIRD_SCIENCE-20191103-9ded6ff4
easpho,0.423044531,0.058040653,6.634569214,0.141246758,0.178993791,1.110314321,1.439484248,NA,Sayornis phoebe,Passeriformes,Tyrannidae,Sayornis,Eastern Phoebe,no,99,5/17/2018,8/3/2018,NA,NA,easpho-ERD2018-EBIRD_SCIENCE-20191028-44c55f53
saypho,0.56839852,0.476708411,6.583945704,0.038579093,0.090481038,0.936027157,1.261482681,NA,Sayornis saya,Passeriformes,Tyrannidae,Sayornis,Say's Phoebe,no,85,5/31/2018,8/31/2018,NA,NA,saypho-ERD2018-EBIRD_SCIENCE-20191104-f4ade97f
bkcvir1,-1.829621435,-2,5.620519798,0.022921374,0.000430815,0.199531878,-1.650951972,NA,Vireo atricapilla,Passeriformes,Vireonidae,Vireo,Black-capped Vireo,no,82,4/12/2018,8/31/2018,NA,NA,bkcvir1-ERD2018-EBIRD_SCIENCE-20191113-cfc38ba1
whevir,-0.910676175,-0.773926175,5.823732094,0.252510688,0.056030235,0.916341677,0.168881624,NA,Vireo griseus,Passeriformes,Vireonidae,Vireo,White-eyed Vireo,no,94,6/7/2018,8/24/2018,NA,NA,whevir-ERD2018-EBIRD_SCIENCE-20191104-a75ed91b
belvir,-0.208436934,0.403001539,7.701892632,0.089464602,0.08583402,0.62995374,0.208714506,NA,Vireo bellii,Passeriformes,Vireonidae,Vireo,Bell's Vireo,no,83,6/7/2018,8/10/2018,NA,NA,belvir-ERD2018-EBIRD_SCIENCE-20191025-55da0598
gryvir,-1.382665043,-2,4.884326029,0.003930884,0.003766501,0.104711387,-1.483969406,NA,Vireo vicinior,Passeriformes,Vireonidae,Vireo,Gray Vireo,no,89,5/24/2018,7/6/2018,NA,NA,gryvir-ERD2018-EBIRD_SCIENCE-20191113-2128ff3c
hutvir,0.447729628,0.381550888,7.257547886,0.141748023,0.183882719,1.099775808,1.440121044,NA,Vireo huttoni,Passeriformes,Vireonidae,Vireo,Hutton's Vireo,no,43,NA,NA,1/4/2018,12/28/2018,hutvir-ERD2018-EBIRD_SCIENCE-20191105-18f67f99
yetvir,-0.828641773,-0.637062763,6.653922774,0.181725504,0.073790028,0.832884414,0.092561194,NA,Vireo flavifrons,Passeriformes,Vireonidae,Vireo,Yellow-throated Vireo,no,99,5/31/2018,8/31/2018,NA,NA,yetvir-ERD2018-EBIRD_SCIENCE-20191105-ca6abeb2
casvir,-1.530591751,-1.582945779,5.550731723,0.015437699,0.00151815,0.387431917,-1.132214686,NA,Vireo cassinii,Passeriformes,Vireonidae,Vireo,Cassin's Vireo,no,99,6/21/2018,7/13/2018,NA,NA,casvir-ERD2018-EBIRD_SCIENCE-20191109-080c0f1b
buhvir,-1.860218253,-2,5.145236667,0.024039014,0.002813901,0.257486267,-1.579042583,NA,Vireo solitarius,Passeriformes,Vireonidae,Vireo,Blue-headed Vireo,no,100,6/7/2018,8/3/2018,NA,NA,buhvir-ERD2018-EBIRD_SCIENCE-20191104-127f258c
plsvir,-0.525612048,-0.404450896,4.859116216,0.013101896,0.006433727,0.464158091,-0.287239729,NA,Vireo plumbeus,Passeriformes,Vireonidae,Vireo,Plumbeous Vireo,no,76,6/14/2018,8/10/2018,NA,NA,plsvir-ERD2018-EBIRD_SCIENCE-20191111-b116f864
phivir,-1.246762425,-1.164573334,4.376023097,0.022244109,0.002084662,0.615902392,-0.558678165,0.576923077,Vireo philadelphicus,Passeriformes,Vireonidae,Vireo,Philadelphia Vireo,no,100,6/14/2018,7/27/2018,NA,NA,phivir-ERD2018-EBIRD_SCIENCE-20191109-f66cc57f
warvir,0.24107089,0.204186366,7.171223775,0.103631,0.116803431,1.033342768,1.18433281,1.424571186,Vireo gilvus,Passeriformes,Vireonidae,Vireo,Warbling Vireo,no,95,6/14/2018,7/13/2018,NA,NA,warvir-ERD2018-EBIRD_SCIENCE-20191030-cae24d55
reevir1,-0.301206266,-0.540865802,5.874537711,0.114475714,0.035702163,1.059480975,0.83776587,1.642372249,Vireo olivaceus,Passeriformes,Vireonidae,Vireo,Red-eyed Vireo,no,99,6/14/2018,8/10/2018,NA,NA,reevir1-ERD2018-EBIRD_SCIENCE-20191029-df20b55d
logshr,-0.256487189,0.090933794,6.798414891,0.0629236,0.115642598,0.48147463,-0.066193559,NA,Lanius ludovicianus,Passeriformes,Laniidae,Lanius,Loggerhead Shrike,no,82,5/17/2018,6/21/2018,NA,NA,logshr-ERD2018-EBIRD_SCIENCE-20191029-48417b13
gryjay,-1.920948437,-2,3.541444782,0.003603541,0.001876512,0.236824028,-1.656056046,NA,Perisoreus canadensis,Passeriformes,Corvidae,Perisoreus,Canada Jay,no,99,NA,NA,1/4/2018,12/28/2018,gryjay-ERD2018-EBIRD_SCIENCE-20191109-195e868a
pinjay,-1.371570629,-1.68665622,4.315206046,0.007993689,0.001022807,0.254575296,-1.233321757,NA,Gymnorhinus cyanocephalus,Passeriformes,Corvidae,Gymnorhinus,Pinyon Jay,no,99,NA,NA,1/4/2018,12/28/2018,pinjay-ERD2018-EBIRD_SCIENCE-20191029-6fa80153
stejay,-0.163880649,0.00259811,5.986678048,0.02287085,0.036264479,0.6155935,0.217413029,1.680468428,Cyanocitta stelleri,Passeriformes,Corvidae,Cyanocitta,Steller's Jay,no,76,NA,NA,1/4/2018,12/28/2018,stejay-ERD2018-EBIRD_SCIENCE-20191103-7a57923b
blujay,0.716240861,0.396467542,7.311528863,0.168224837,0.367472826,1.197501495,1.790942609,2.777037382,Cyanocitta cristata,Passeriformes,Corvidae,Cyanocitta,Blue Jay,no,99,6/7/2018,8/3/2018,NA,NA,blujay-ERD2018-EBIRD_SCIENCE-20191026-dc0f68cb
flsjay,-1.727865232,-2,5.775149195,0.216175466,0.12138367,0.411132171,-1.235309412,NA,Aphelocoma coerulescens,Passeriformes,Corvidae,Aphelocoma,Florida Scrub-Jay,no,97,NA,NA,1/4/2018,12/28/2018,flsjay-ERD2018-EBIRD_SCIENCE-20191112-ff32f096
cowscj1,0.842848693,0.396368107,5.815317843,0.22255254,0.28022488,1.657812442,2.627172345,NA,Aphelocoma californica,Passeriformes,Corvidae,Aphelocoma,California Scrub-Jay,no,85,NA,NA,1/4/2018,12/28/2018,cowscj1-ERD2018-EBIRD_SCIENCE-20191103-66eba533
wooscj2,-0.204664813,0.064921961,5.246818622,0.022584112,0.029048296,0.535410351,0.058315089,1.064161491,Aphelocoma woodhouseii,Passeriformes,Corvidae,Aphelocoma,Woodhouse's Scrub-Jay,no,71,NA,NA,1/4/2018,12/28/2018,wooscj2-ERD2018-EBIRD_SCIENCE-20191109-99b3b75f
clanut,-1.648204382,-2,4.378075644,0.002980833,0.000423421,0.108940647,-1.667552707,NA,Nucifraga columbiana,Passeriformes,Corvidae,Nucifraga,Clark's Nutcracker,nonurban,100,NA,NA,1/4/2018,12/28/2018,clanut-ERD2018-EBIRD_SCIENCE-20191026-fbb52040
bkbmag1,0.931882902,0.806049423,5.848319213,0.018168684,0.072940123,1.002952581,1.630536197,NA,Pica hudsonia,Passeriformes,Corvidae,Pica,Black-billed Magpie,no,100,NA,NA,1/4/2018,12/28/2018,bkbmag1-ERD2018-EBIRD_SCIENCE-20191103-889967f9
yebmag,0.345322602,0.452144105,6.19135023,0.217598815,0.497667184,0.849196632,0.960888913,NA,Pica nuttalli,Passeriformes,Corvidae,Pica,Yellow-billed Magpie,no,99,NA,NA,1/4/2018,12/28/2018,yebmag-ERD2018-EBIRD_SCIENCE-20191112-cda7d406
amecro,0.558112743,0.124758739,6.360156101,0.118066219,0.216133351,1.200938473,1.683106507,NA,Corvus brachyrhynchos,Passeriformes,Corvidae,Corvus,American Crow,urban,99,5/10/2018,7/6/2018,NA,NA,amecro-ERD2018-EBIRD_SCIENCE-20191025-a49dd392
norcro,1.682425679,1.703675506,5.906095129,0.080060097,0.195414033,1.609787144,3.151504418,NA,Corvus caurinus,Passeriformes,Corvidae,Corvus,Northwestern Crow,no,91,NA,NA,1/4/2018,12/28/2018,norcro-ERD2018-EBIRD_SCIENCE-20191105-889a3b9e
fiscro,0.937451095,0.664969284,6.845331636,0.349669585,1.050894465,1.15227934,1.876350835,NA,Corvus ossifragus,Passeriformes,Corvidae,Corvus,Fish Crow,no,99,4/26/2018,8/31/2018,NA,NA,fiscro-ERD2018-EBIRD_SCIENCE-20191103-38b5f6f6
chirav,-1.365497763,-1.629702422,4.676950343,0.037252198,0.038240375,0.556147253,-0.740597643,NA,Corvus cryptoleucus,Passeriformes,Corvidae,Corvus,Chihuahuan Raven,no,50,NA,NA,1/4/2018,12/28/2018,chirav-ERD2018-EBIRD_SCIENCE-20191108-bab62a8e
comrav,-0.96198321,-0.523200624,6.888966704,0.038145977,0.016730263,0.788431768,-0.07505206,NA,Corvus corax,Passeriformes,Corvidae,Corvus,Common Raven,no,89,NA,NA,1/4/2018,12/28/2018,comrav-ERD2018-EBIRD_SCIENCE-20191026-a26b65b0
verdin,0.700807117,0.864594375,7.356898075,0.099574342,0.220145512,0.906382919,1.308433638,NA,Auriparus flaviceps,Passeriformes,Remizidae,Auriparus,Verdin,no,43,NA,NA,1/4/2018,12/28/2018,verdin-ERD2018-EBIRD_SCIENCE-20191030-4fdda22b
carchi,0.044474239,0.116575329,6.569050795,0.25979542,0.414250095,0.990492085,0.973950155,NA,Poecile carolinensis,Passeriformes,Paridae,Poecile,Carolina Chickadee,no,99,NA,NA,1/4/2018,12/28/2018,carchi-ERD2018-EBIRD_SCIENCE-20191102-c4e6ae7c
bkcchi,0.556121582,0.40835698,6.092004827,0.057690157,0.142586559,0.973148413,1.312792814,2.701830365,Poecile atricapillus,Passeriformes,Paridae,Poecile,Black-capped Chickadee,no,99,NA,NA,1/4/2018,12/28/2018,bkcchi-ERD2018-EBIRD_SCIENCE-20191102-23df5acb
mouchi,-1.096156761,-1.221083305,5.032670206,0.015844707,0.00486721,0.451513711,-0.716883768,0.260869565,Poecile gambeli,Passeriformes,Paridae,Poecile,Mountain Chickadee,no,97,NA,NA,1/4/2018,12/28/2018,mouchi-ERD2018-EBIRD_SCIENCE-20191104-be8da215
chbchi,0.489836125,0.278520187,6.002107015,0.041143618,0.07025104,1.037203313,1.368987239,NA,Poecile rufescens,Passeriformes,Paridae,Poecile,Chestnut-backed Chickadee,no,98,NA,NA,1/4/2018,12/28/2018,chbchi-ERD2018-EBIRD_SCIENCE-20191104-93652ddf
borchi2,-1.533030704,-1.542456272,4.376040415,0.006613979,0.007339893,0.443300719,-1.043489235,NA,Poecile hudsonicus,Passeriformes,Paridae,Poecile,Boreal Chickadee,no,99,NA,NA,1/4/2018,12/28/2018,borchi2-ERD2018-EBIRD_SCIENCE-20191109-4889ebeb
oaktit,-0.027766538,-0.045580308,6.501545078,0.179561742,0.165902753,0.908802076,0.7898528,NA,Baeolophus inornatus,Passeriformes,Paridae,Baeolophus,Oak Titmouse,no,95,NA,NA,1/4/2018,12/28/2018,oaktit-ERD2018-EBIRD_SCIENCE-20191029-5840e065
juntit1,-1.143268264,-1.635115906,4.249211945,0.009379052,0.002607335,0.287736639,-1.015892292,NA,Baeolophus ridgwayi,Passeriformes,Paridae,Baeolophus,Juniper Titmouse,no,97,NA,NA,1/4/2018,12/28/2018,juntit1-ERD2018-EBIRD_SCIENCE-20191028-94114b13
tuftit,0.014203779,-0.04496647,6.621991003,0.256882299,0.231679475,1.011596675,0.986418623,NA,Baeolophus bicolor,Passeriformes,Paridae,Baeolophus,Tufted Titmouse,no,99,NA,NA,1/4/2018,12/28/2018,tuftit-ERD2018-EBIRD_SCIENCE-20191102-92c48d8c
blctit4,-0.480830382,-0.172845709,6.246687762,0.112921748,0.0597112,0.807210634,0.300418615,NA,Baeolophus atricristatus,Passeriformes,Paridae,Baeolophus,Black-crested Titmouse,no,51,NA,NA,1/4/2018,12/28/2018,blctit4-ERD2018-EBIRD_SCIENCE-20191109-270aed5a
horlar,-1.825672177,-2,5.329611247,0.027385678,0.008293327,0.346507293,-1.410106149,NA,Eremophila alpestris,Passeriformes,Alaudidae,Eremophila,Horned Lark,no,94,5/24/2018,7/27/2018,NA,NA,horlar-ERD2018-EBIRD_SCIENCE-20191028-4c6a3da4
banswa,0.037021305,-0.081713727,5.786819404,0.123112217,0.114482263,1.21748024,1.336192378,NA,Riparia riparia,Passeriformes,Hirundinidae,Riparia,Bank Swallow,no,99,6/7/2018,6/21/2018,NA,NA,banswa-ERD2018-EBIRD_SCIENCE-20191105-99db1a59
treswa,0.383572509,0.390932836,6.447201278,0.083586961,0.2121114,1.024072669,1.271516108,1.415077014,Tachycineta bicolor,Passeriformes,Hirundinidae,Tachycineta,Tree Swallow,no,99,5/24/2018,6/21/2018,NA,NA,treswa-ERD2018-EBIRD_SCIENCE-20191030-748777da
vigswa,0.414520443,0.508576864,5.444358578,0.038165473,0.089791767,0.910747758,1.110190891,1.450810277,Tachycineta thalassina,Passeriformes,Hirundinidae,Tachycineta,Violet-green Swallow,no,78,5/17/2018,7/13/2018,NA,NA,vigswa-ERD2018-EBIRD_SCIENCE-20191030-94d3c13f
nrwswa,0.936278984,0.703509017,7.307910699,0.183332971,0.550670707,1.377007059,2.239436791,NA,Stelgidopteryx serripennis,Passeriformes,Hirundinidae,Stelgidopteryx,Northern Rough-winged Swallow,no,79,5/24/2018,7/13/2018,NA,NA,nrwswa-ERD2018-EBIRD_SCIENCE-20191029-1f00910b
purmar,0.723510801,0.417351378,6.800149011,0.262675232,0.377530984,1.403464444,2.129694929,NA,Progne subis,Passeriformes,Hirundinidae,Progne,Purple Martin,no,95,5/17/2018,6/28/2018,NA,NA,purmar-ERD2018-EBIRD_SCIENCE-20191029-0bb0f442
barswa,0.577909795,0.137473848,6.784190569,0.12225057,0.209790875,1.230000564,1.744367483,NA,Hirundo rustica,Passeriformes,Hirundinidae,Hirundo,Barn Swallow,no,87,6/7/2018,7/13/2018,NA,NA,barswa-ERD2018-EBIRD_SCIENCE-20191025-2c6d2d7e
cliswa,0.072748488,-0.073698958,6.283187353,0.112966319,0.081897206,1.191151643,1.319177399,NA,Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,Petrochelidon,Cliff Swallow,no,90,6/7/2018,7/13/2018,NA,NA,cliswa-ERD2018-EBIRD_SCIENCE-20191104-0d3e1a08
cavswa,-0.600559487,-0.432205012,6.018852035,0.16183694,0.214963987,0.831819044,0.254405713,NA,Petrochelidon fulva,Passeriformes,Hirundinidae,Petrochelidon,Cave Swallow,no,55,5/31/2018,7/20/2018,NA,NA,cavswa-ERD2018-EBIRD_SCIENCE-20191026-e4d6a0dd
bushti,1.514990766,1.38573028,8.258869736,0.077732849,0.373216805,1.094695032,2.197282216,NA,Psaltriparus minimus,Passeriformes,Aegithalidae,Psaltriparus,Bushtit,no,64,NA,NA,1/4/2018,12/28/2018,bushti-ERD2018-EBIRD_SCIENCE-20191104-100d20a6
wrenti,-0.253548401,-0.049776163,7.92154775,0.100127124,0.108776655,0.488781088,-0.052253842,NA,Chamaea fasciata,Passeriformes,Sylviidae,Chamaea,Wrentit,no,91,NA,NA,1/4/2018,12/28/2018,wrenti-ERD2018-EBIRD_SCIENCE-20191105-f757fd0b
ruckin,-1.846565046,-1.975178863,4.429097317,0.007942916,0.001217333,0.306602649,-1.489711542,0.542126066,Corthylio calendula,Passeriformes,Regulidae,Corthylio,Ruby-crowned Kinglet,no,99,6/7/2018,8/17/2018,NA,NA,ruckin-ERD2018-EBIRD_SCIENCE-20191029-377787cb
gockin,-1.42904656,-1.733174813,5.435188436,0.020537172,0.010656594,0.422130654,-1.003199778,0.698458267,Regulus satrapa,Passeriformes,Regulidae,Regulus,Golden-crowned Kinglet,no,98,5/24/2018,8/24/2018,NA,NA,gockin-ERD2018-EBIRD_SCIENCE-20191028-fa063b9b
cedwax,0.459390576,0.423216129,6.360953514,0.084357378,0.228960183,1.05814141,1.381060521,NA,Bombycilla cedrorum,Passeriformes,Bombycillidae,Bombycilla,Cedar Waxwing,no,99,6/21/2018,8/17/2018,NA,NA,cedwax-ERD2018-EBIRD_SCIENCE-20191026-f3aeba19
phaino,-0.392518508,-0.392746601,7.416496878,0.091872306,0.034806412,0.812015787,0.371533218,NA,Phainopepla nitens,Passeriformes,Ptiliogonatidae,Phainopepla,Phainopepla,no,44,NA,NA,1/4/2018,12/28/2018,phaino-ERD2018-EBIRD_SCIENCE-20191029-8770e48d
rebnut,-1.028513859,-0.886658758,5.551889539,0.036198177,0.007383566,0.594304482,-0.437136544,NA,Sitta canadensis,Passeriformes,Sittidae,Sitta,Red-breasted Nuthatch,no,99,6/7/2018,7/20/2018,NA,NA,rebnut-ERD2018-EBIRD_SCIENCE-20191103-478632db
whbnut,0.78755157,0.404429287,7.051258471,0.127755944,0.283556028,1.159392846,1.7803697,NA,Sitta carolinensis,Passeriformes,Sittidae,Sitta,White-breasted Nuthatch,no,89,NA,NA,1/4/2018,12/28/2018,whbnut-ERD2018-EBIRD_SCIENCE-20191102-234061eb
pygnut,0.376869012,0.455874796,5.353458556,0.019817134,0.033249342,0.57250308,0.535431922,NA,Sitta pygmaea,Passeriformes,Sittidae,Sitta,Pygmy Nuthatch,no,90,NA,NA,1/4/2018,12/28/2018,pygnut-ERD2018-EBIRD_SCIENCE-20191105-25e08f9b
bnhnut,-0.133627517,0.127216906,6.772876667,0.261465347,0.33314049,0.891035151,0.685162376,NA,Sitta pusilla,Passeriformes,Sittidae,Sitta,Brown-headed Nuthatch,no,99,NA,NA,1/4/2018,12/28/2018,bnhnut-ERD2018-EBIRD_SCIENCE-20191105-2590011d
brncre,-0.387004115,-0.396487025,5.944820469,0.059752699,0.050822563,0.770640942,0.308485,NA,Certhia americana,Passeriformes,Certhiidae,Certhia,Brown Creeper,no,88,5/17/2018,9/7/2018,NA,NA,brncre-ERD2018-EBIRD_SCIENCE-20191103-66aa6356
buggna,0.243511512,-0.004406397,7.032725029,0.17853975,0.167910237,1.095969927,1.287502218,NA,Polioptila caerulea,Passeriformes,Polioptilidae,Polioptila,Blue-gray Gnatcatcher,no,78,6/7/2018,7/27/2018,NA,NA,buggna-ERD2018-EBIRD_SCIENCE-20191026-1e4bd001
bktgna,-0.233526733,-0.06881994,6.844570502,0.064487159,0.043326927,0.703506389,0.309833261,NA,Polioptila melanura,Passeriformes,Polioptilidae,Polioptila,Black-tailed Gnatcatcher,no,54,NA,NA,1/4/2018,12/28/2018,bktgna-ERD2018-EBIRD_SCIENCE-20191109-e6d39a3e
